                        Natural Gas Pipeline Projects,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,Project Name,Pipeline Operator Name,Project Type,Status,Completed Date,Year In Service Date,State(s),Beg_State,End_State,Region(s),Beg_Region,End_Region,Thru_Region, Cost (millions) , Miles ,Additional Capacity (MMcf/d),Pipeline Diameter (Inches),Pipeline Type,Authority,Docket Number,Crosses State Border,Project Notes,Demand Served,Website
4/29/2019,ONEOK Eastbound Expansion,ONEOK Inc.,Expansion,Completed,2/1/2019,2019,OK,OK,OK,South Central,South Central,South Central,,,,150,,Intrastate,,,No,Takeaway from SCOOP/STACK processing plants to eastern OK interstate delivery point,,http://ir.oneok.com/news-and-events/press-releases/2019/02-25-2019-211707239
4/29/2019,ONEOK Westbound Expansion,ONEOK Inc.,Expansion,Completed,2/1/2019,2019,OK,OK,OK,South Central,South Central,South Central,,,,100,,Intrastate,,,No,Takeaway from STACK area to western OK interestate delivery points,,http://ir.oneok.com/news-and-events/press-releases/2019/02-25-2019-211707239
1/6/2020,ONEOK WestTex Expansion,ONEOK Inc.,Expansion,Completed,2/1/2019,2019,TX,TX,TX,South Central,South Central,South Central,,,3.45,300,20,Intrastate,TX RRC,,No,Permian takeaway to Texas panhandle; filed construction permit with Texas RRC,,http://ir.oneok.com/news-and-events/press-releases/2019/02-25-2019-211707239
1/24/2018,Orion Project,Tennessee Gas Pipeline Co,Expansion,Completed,11/1/2017,2017,PA,PA,PA,Northeast,Northeast,Northeast,,  143 ,  13 ,  135 ,36,Interstate,FERC,CP16-4,No,,,
7/29/2010,Overthrust Compression Expansion Project,Questar Overthrust Pipeline Co,Expansion,Completed,1/1/2010,2010,WY,WY,WY,Mountain,Mountain,Mountain,,  39 ,,300,, Interstate ,FERC,CP09-76,,,,
6/26/2009,Overthrust Extension,Questar Overthrust Pipeline Co,Expansion,Completed,12/15/2006,2006,WY,WY,WY,Mountain,Mountain,Mountain,,  52 ,27.1,550,  36 , Interstate ,FERC,CP06-167,,,,
6/26/2009,Ozark Standing Rock Compressor,Ozark Gas Transmission Co,Expansion,Completed,11/15/2008,2008,AR,AR,AR,South Central,South Central,South Central,,  19 ,,  100 ,,Interstate,FERC,CP08-20,,,,
10/18/2019,Pacific Connector Gas Pipeline,Pacific Connector Gas Pipeline LP,New Pipeline,Denied,,,OR,OR,OR,Pacific,Pacific,Pacific,,"  1,700 ",229.00,"1,200",36,Interstate,FERC,CP13-492,No,"Previously CP13-492; bring feedstock from Malin, OR to Jordan Cove LNG ",LNG,http://pacificconnectorgp.com/project-overview/ 
6/26/2009,Paiute 2007 Expansion,Paiute Pipeline,Expansion,Completed,11/1/2007,2007,NV,NV,NV,Mountain,Mountain,Mountain,,  5 ,4.3,8.9,  20 , Interstate ,FERC,na,,,,
6/26/2009,Paiute Carson Lateral Replacement,Paiute Pipeline,Expansion,Completed,11/1/2000,2000,NV,NV,NV,Mountain,Mountain,Mountain,,  5 ,  6 ,  11 ,20,Interstate,FERC,CP99-599,,,,
6/26/2009,Paiute Carson Lateral Upgrade,Paiute Pipeline,Expansion,Completed,11/1/2003,2003,NV,NV,NV,Mountain,Mountain,Mountain,,  11 ,  15 ,  6 ,20,Interstate,FERC,CP03-31,,,,
6/26/2009,Paiute Elko Lateral,Paiute Pipeline,Expansion,Completed,9/13/1996,1996,NV,NV,NV,Mountain,Mountain,Mountain,,,,  1 ,,Interstate,FERC,CP95-285,,,,
6/26/2009,Paiute North Tahoe Lateral,Paiute Pipeline,Expansion,Completed,12/15/1997,1997,"NV,CA",NV,CA,"Mountain, Pacific",Mountain,Pacific,,  11 ,  23 ,  13 ,"8,16",Interstate,FERC,CP94-29,,,,
7/29/2010,Paiute South Tahoe Lateral,Paiute Pipeline,Expansion,Completed,9/19/2011,2011,NV,NV,NV,Mountain,Mountain,Mountain,,  2 ,  1 ,,,Interstate,FERC,CP10-41,,,,
6/26/2009,Palmetto Pipeline Project,Palmetto Pipeline Co,New Pipeline,Completed,2/28/2001,2001,NC,NC,NC,Southeast,Southeast,Southeast,,  90 ,  82 ,350,30,Intrastate,State,na,,,,
12/14/2013,Panda Power Lateral Project,Gulf Crossing Pipeline,Lateral,Completed,5/30/2014,2014,TX,TX,TX,South Central,South Central,South Central,,  26 ,  17 ,  125 ,16,Interstate,FERC,CP13-64,,,,
8/14/2018,Panhandle Backhaul Project,Panhandle Eastern Pipeline Co,Reversal,Completed,8/31/2017,2017,"OH,IN,IL",OH,IL,"Northeast, Midwest",Northeast,Midwest,,  58 ,,  750 ,,Interstate,FERC,CP15-94,Yes,Dependent on completion of Rover Phase 2,,https://www.kindermorgan.com/business/gas_pipelines/central/gulfcoast/ 
9/28/2011,Pascagoula Expansion Project,Pascagoula Supply Line,Expansion,Completed,9/22/2011,2011,"MS,AL",MS,AL,South Central,South Central,South Central,,  59 ,15.5,810,  26 , Interstate ,FERC,CP09-456,,,,
6/26/2009,PE Liberal 100-line Bi-directional Project,Panhandle Eastern Pipeline Co,Expansion,Completed,1/1/2007,2007,KS,KS,KS,South Central,South Central,South Central,,  5 ,,  160 ,24,Interstate,FERC,CP06-50,,,,
1/14/2022,PennEast Pipeline Phase 1,PennEast Pipeline Co,New Pipeline,Cancelled,,na,"PA,NJ",PA,NJ,Northeast,Northeast,Northeast,,"  1,300 ",68,"1,107",36,Interstate,FERC,CP20-47,No,Formerly CP15-558; will connect to UGI Utilities (Blue Mountain Ski Resort) and interconnect with Columbia Gas and Adelphia Gateway ,,
10/1/2021,PennEast Pipeline Phase 2,PennEast Pipeline Co,New Pipeline,Cancelled,,na,"PA,NJ",PA,NJ,Northeast,Northeast,Northeast,,,50,"1,107","24,36",Interstate,FERC,CP20-47,Yes,Formerly CP15-558; will connect to UGI Utilities (Blue Mountain Ski Resort) and interconnect with Columbia Gas and Adelphia Gateway ,,
12/3/2020,Permian Global Access Pipeline,Tellurian,New Pipeline,Cancelled,,na,"TX,LA",TX,LA,South Central,South Central,South Central,,,,"2,000",,Interstate,FERC,,Yes,"Takeaway capacity from Perimian to proposed LNG facility in Gillis, LA. Deferred until after completion of Phase 1 of the Driftwood LNG Project.",LNG,
1/1/2021,Permian Highway Pipeline Project,Kinder Morgan Energy Partners,New Pipeline,Completed,1/1/2021,2021,TX,TX,TX,South Central,South Central,South Central,,,  430 ,"2,100",,Intrastate,TX RRC,,No,"Takeaway capacity out of Permian to Gulf Coast SW of Katy, TX.",,https://phpproject.com/
12/12/2023,Permian Highway Pipeline Expansion,Kinder Morgan Energy Partners,Expansion,Completed,12/1/2023,2023,TX,TX,TX,South Central,South Central,South Central,,,  15 ,550,,Intrastate,TX RRC,,No,"Project involving primarily compressor to increase natural gas deliveries from the Waha area to multiple mainline connections, Katy, Texas, and various Gulf Coast markets. FID announced 6/29/22. Project involves approx 15 miles of looping; ~5 miles in Reeves Cty and Pecos Cty, TX, and ~10 miles in Lavaca Cty, TX.",,"confirmed during Wells Fargo 2023 Midstream and Utilities Symposium, 12/7/2023"
1/3/2019,Permian North Expansion Project,El Paso Natural Gas,Expansion,Completed,12/5/2018,2018,"TX,NM,AZ,CA",TX,CA,"South Central, Mountain, Pacific",South Central,Pacific,Mountain,,,  182 ,20, interstate ,FERC,CP18-522,Yes,,,
6/12/2020,Permian to Katy Pipeline,"Sempra, Boardwalk Energy",New Pipeline,Cancelled,,na,TX,TX,TX,South Central,South Central,South Central,,,  520 ,"2,000","36,42", Intrastate ,,,No,Takeaway capacity out of Permian,,http://p2kpipeline.com/  
8/31/2016,Perryville Storage Laterals,Perryville Gas Storage LLC,Lateral,Completed,4/30/2013,2013,LA,LA,LA,South Central,South Central,South Central,,  12 ,14.4,600," 24,36 ", Interstate ,FERC,CP09-418,,,,
6/26/2009,Petal Gas Capacity Increase,Petal Gas Storage LLC,Lateral,Completed,5/1/2005,2005,MS,MS,MS,South Central,South Central,South Central,,  1 ,,  620 ,36,Interstate,FERC,CP04-424,,,,
6/26/2009,Petal Gas Storage Extension,Petal Gas Storage LLC,Lateral,Completed,7/1/2002,2002,MS,MS,MS,South Central,South Central,South Central,,  94 ,  59 ,  680 ,36,Interstate,FERC,CP01-69,,,,
6/26/2009,PG&E Redwood Path,Pacific Gas and Electric Co,Expansion,Completed,10/1/2002,2002,CA,CA,CA,Pacific,Pacific,Pacific,,  40 ,  14 ,  180 ,42,Intrastate,State,na,,,,
6/26/2009,PG&E-NW 2002 Expansion,Gas Transmission Northwest,Expansion,Completed,11/1/2002,2002,"BC,ID,WA,OR,CA",BC,CA,"Canada, Mountain, Pacific",Canada,Pacific,Mountain,  129 ,  21 ,207,42,Interstate,FERC,CP01-141,,,,
6/26/2009,PG&E-NW Mainline Expansion,Gas Transmission Northwest,Expansion,Completed,11/1/1998,1998,"BC,OR,CA",BC,CA,"Canada, Pacific",Canada,Pacific,,  6 ,,  74 ,36,Interstate,FERC,CP98-167,,,,
6/26/2009,Philadelphia Lateral,Texas Eastern Transmission,Lateral,Completed,11/1/1996,1996,PA,PA,PA,Northeast,Northeast,Northeast,,  13 ,  24 ,  120 ,20,Interstate,FERC,CP95-76,,,,
11/2/2012,Philadelphia Lateral Expansion Project,Texas Eastern Transmission,Expansion,Completed,10/18/2012,2012,PA,PA,PA,Northeast,Northeast,Northeast,,,,  27 ,30,Interstate,FERC,CP11-508,,,,
7/21/2010,Pine Prairie Chalk Line Loop,Pine Prairie Storage Co,Lateral,Completed,,2011,LA,LA,LA,South Central,South Central,South Central,,  15 ,5.3,900,  24 , Interstate ,FERC,CP04-379,,,,
6/26/2009,Pine Prairie Storage Laterals,Pine Prairie Storage Co,Lateral,Completed,12/4/2007,2007,LA,LA,LA,South Central,South Central,South Central,,  75 ,  43 ,  600 ,24,Interstate,FERC,CP04-379,,,,
6/26/2009,PIOC Santa Barbara Expansion,Pacific Interstate Offshore,Lateral,Completed,11/1/1998,1998,CA,CA,CA,Pacific,Pacific,Pacific,,  2 ,,  20 ,,Intrastate,State,na,,,,
8/30/2016,Pipeline Zone 3 Capacity Enhancement,Rockies Express Pipeline,Reversal,Completed,12/30/2016,2016,"OH,IN,IL,MO",OH,MO,"Northeast, Midwest",Northeast,Midwest,,  532 ,,800,, Interstate ,FERC,CP15-137,Yes,"Rockies Express Zone 3 reversal was mostly in service in December 2016. Small portion went in to service Jan. 6, 2017. EIA categorized all 800 Mmcf/d as completed in 2016. ",,
4/9/2018,PNGTS C2C Expansion Project,Portland Natural Gas Transmission System,Expansion,Completed,12/1/2017,2017,"QU,NH,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,,,  48 ,,Interstate,FERC,CP17-24,Yes,Imports from Canada rose from 178 to 210 MMcf/d,,http://newenglandcouncil.com/assets/Energy-Environment-PNGTS.pdf 
6/26/2009,PNGTS Portland Pipeline,Portland Natural Gas Transmission System,New Pipeline,Completed,2/15/1999,1999,"QU,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,  303 ,  271 ,178,24,Interstate,FERC,CP96-248/9,,,,
6/26/2009,PNGTS/M&E Phase I,PNGTS/Martimes & Northeast,New Pipeline,Completed,12/24/1998,1999,"ME,NH,MA",ME,MA,Northeast,Northeast,Northeast,,  175 ,  100 ,  632 ,30,Interstate,FERC,CP97-238,,,,
5/28/2021,Point of Rocks West Expansion Project,Overthrust Pipeline,Expansion,Completed,12/31/2021,2021,WY,WY,WY,Mountain,Mountain,Mountain,,  5 ,0.17,130,,Interstate,FERC,CP21-449,No,"Additional piping and looping between two station areas in Lincoln County, Wyoming",,
12/20/2018,Pomelo Connector Pipeline,Texas Eastern Transmission,Expansion,Completed,11/28/2018,2018,TX,TX,TX,South Central,South Central,South Central,,  130 ,  14 ,  400 ,30,Intrastate,FERC,CP17-26,No,,,
3/6/2014,Pony Express Pipeline Conversion Project,KM Interstate Pipeline Co,Conversion,Completed,5/2/2014,2014,"WY,CO,NE,KS",WY,KS,"Mountain, South Central",Mountain,South Central,,,  (500),  (255),,Interstate,FERC,CP12-495,,,,
11/13/2018,Portland Xpress Project Phase 1 (CAN to ME),Portland Natural Gas Transmission System,Expansion,Completed,11/1/2018,2018,"QU,NH,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,  80 ,,  40 ,,Interstate,FERC,CP18-251,Yes,Imports from Canada rose from 210 to 274.216 MMcf/d; no new construction,,http://www.pngts.com/expansion/ 
11/13/2018,Portland Xpress Project Phase 1 (ME to MA),Portland Natural Gas Transmission System,Expansion,Completed,11/1/2018,2018,"ME,NH,MA",ME,MA,Northeast,Northeast,Northeast,,,,  2 ,,Interstate,FERC,CP18-251,Yes,no new construction,,http://www.pngts.com/expansion/  
8/14/2019,Portland Xpress Project Phase 2,Portland Natural Gas Transmission System,Expansion,Completed,2/21/2019,2019,"ME,NH,MA",ME,MA,Northeast,Northeast,Northeast,,,,11,,Interstate,FERC,CP18-479,Yes,no new construction,,http://www.pngts.com/expansion/ 
10/30/2020,Portland Xpress Project Phase 3,Portland Natural Gas Transmission System,Expansion,Completed,10/28/2020,2020,"QU,NH,ME",QU,ME,"Canada, Northeast",Canada,Northeast,,,,24,,Interstate,FERC,CP18-506,Yes,"Additional compressor station and capacity. Project partly entered service beginning August 7, 2020",,http://www.pngts.com/expansion/ 
7/8/2010,Prairie Rose Header Pipeline,Pecan Pipeline Co,New Pipeline,Completed,2/1/2010,2010,ND,ND,ND,Mountain,Mountain,Mountain,,  60 ,75,40,  12 , Intrastate ,State,na,,,,
1/24/2018,Prairie State Pipeline,Prairie State Pipeline,New Pipeline,Cancelled,,,IL,IL,IL,Midwest,Midwest,Midwest,,"  1,000 ",140.00,"1,500",  42 , Interstate ,FERC,na,No,,,
8/24/2016,Pratt Compressor Upgrade,Equitrans,Expansion,Completed,9/25/2010,2010,"WV,PA",WV,PA,Northeast,Northeast,Northeast,,,,77,, Interstate ,FERC,CP10-46,,,,
10/26/2011,Princeton Lateral Project,Northern Border Pipeline,Expansion,Completed,10/26/2011,2011,IL,IL,IL,Midwest,Midwest,Midwest,,  18 ,8.65,120,  16 , Interstate ,FERC,CP10-468,,,,
2/17/2011,Progress Energy Wayne County,Piedmont Natural Gas,New Pipeline,Completed,6/1/2012,2012,NC,NC,NC,Southeast,Southeast,Southeast,,,38,,  20 , Intrastate ,State,na,,,,
8/2/2018,Project Wildcat,Enable Gas Transmission,New Pipeline,Completed,8/1/2018,2018,"OK,TX",OK,TX,South Central,South Central,South Central,,,,400,, Interstate ,,,Yes,Takeaway capacity out of Anadarko basin; to north TX processing plant,,
4/29/2022,Putnam Expansion Project,Florida Gas Trans Co,Expansion,Completed,2/25/2022,2022,FL,FL,FL,Southeast,Southeast,Southeast,,  103 ,20.7,169,  30 , Interstate ,FERC,CP19-474,No,"Deliver natural gas to 1,183 MW Seminole Electirc Cooperative power unit",Electric,
6/26/2009,Questar Fidlar Station Expansion,Questar Pipeline,Expansion,Completed,11/1/2000,2000,UT,UT,UT,Mountain,Mountain,Mountain,,  3 ,,  280 ,,Interstate,FERC,CP00-41,,,,
3/11/2010,Questar Greasewood Station,Questar Pipeline,Expansion,Completed,2/12/2009,2009,"UT,CO",UT,CO,Mountain,Mountain,Mountain,,  21 ,,  123 ,,Interstate,FERC,CP08-405,,,,
6/26/2009,Questar Greesewood/Meeker Expansion,Questar Pipeline,Expansion,Completed,1/15/2008,2008,"UT,CO",UT,CO,Mountain,Mountain,Mountain,,  12 ,,  75 ,24,Interstate,FERC,na,,,,
6/26/2009,Questar Jurisdictional Tap Line (JTL) 113,Questar Pipeline,Lateral,Completed,12/10/2004,2004,UT,UT,UT,Mountain,Mountain,Mountain,,  16 ,  13 ,  190 ,20,Interstate,FERC,CP04-335,,,,
6/26/2009,Questar Kern Expansion,Questar Pipeline,Expansion,Completed,5/1/2003,2003,WY,WY,WY,Mountain,Mountain,Mountain,,  1 ,,  150 ,,Interstate,FERC,na,,,,
6/26/2009,Questar Lines 1&13 Expansion,Questar Pipeline,Expansion,Completed,11/1/1996,1996,"WY,UT",WY,UT,Mountain,Mountain,Mountain,,  0 ,,  21 ,20,Interstate,FERC,CP96-627,,,,
6/26/2009,Questar Mainline (Line 58) Expansion,Questar Pipeline,Lateral,Completed,9/1/1998,1998,"WY,UT",WY,UT,Mountain,Mountain,Mountain,,  18 ,  41 ,  85 ,20,Interstate,FERC,CP96-820,,,,
6/26/2009,Questar MainLine 104 Expansion,Questar Pipeline,Expansion,Completed,11/30/2001,2001,UT,UT,UT,Mountain,Mountain,Mountain,,  81 ,  76 ,  265 ,24,Interstate,FERC,CP00-68,,,,
6/26/2009,Questar Overthrust Tie Line 112,Questar Pipeline,Expansion,Completed,10/6/2003,2003,"UT,WY",UT,WY,Mountain,Mountain,Mountain,,  13 ,  17 ,  217 ,24,Interstate,FERC,CP03-36,,,,
6/26/2009,Questar Southern Sys 2005 Expansion,Questar Pipeline,Expansion,Completed,11/1/2005,2005,UT,UT,UT,Mountain,Mountain,Mountain,,  55 ,  19 ,  102 ,24,Interstate,FERC,CP05-05,,,,
6/26/2009,Questar Southern System Expansion,Questar Pipeline,Expansion,Completed,1/11/2003,2003,CO,CO,CO,Mountain,Mountain,Mountain,,  4 ,,  90 ,,Interstate,FERC,na,,,,
6/26/2009,Questar Southern System Expansion to Goshen,Questar Pipeline,Expansion,Completed,11/1/2007,2007,UT,UT,UT,Mountain,Mountain,Mountain,,  108 ,59,175,  24 , Interstate ,FERC,CP07-25,,,,
6/26/2009,Questar Southern Trails Pipeline,Questar Southern Trails Pipeline,Conversion,Completed,7/1/2002,2002,"NM,AZ,CA",NM,CA,"Mountain, Pacific",Mountain,Pacific,,  100 ,  405 ,  87 ,16,Interstate,FERC,CP99-163,,,,
6/26/2009,Questar Utah (Line 40) Expansion,Questar Pipeline,Expansion,Completed,10/1/1998,1998,UT,UT,UT,Mountain,Mountain,Mountain,,  8 ,,  55 ,20,Interstate,FERC,CP98-66,,,,
4/11/2018,Rayne XPress Project,Columbia Gulf Transmission,Reversal,Completed,12/1/2017,2017,"KY,TN,MS,LA",KY,LA,"Midwest, South Central",Midwest,South Central,,  400 ,,"  1,100 ",,Interstate,FERC,CP15-539,Yes,,,
10/31/2019,Red Bluff Express Extension,Energy Transfer Co,Expansion,Completed,8/31/2019,2019,TX,TX,TX,South Central,South Central,South Central,,,25.00,,  30 , Intrastate ,Texas RRC,,No,"Will add 25 mile extension to Red Bluff Express Pipeline; estimated completion date, but TX RCC has project operational",,https://ir.energytransfer.com/static-files/01151f48-806c-4969-b067-4574f83c9c4d
11/19/2018,Red Bluff Express Pipeline,Energy Transfer Co,New Pipeline,Completed,5/1/2018,2018,TX,TX,TX,South Central,South Central,South Central,,,  80 ,"  1,400 ","30,36,42",Intrastate,Texas RRC,,No,Connects Orla and Waha plants for residue takeaway,,https://www.energytransfer.com/docs/mainpage/ETE_ETP_Morgan_Stanley_Conference_Presentation_Final.pdf
2/15/2010,Red River Lateral,Regency Energy Partners LP,Expansion,Completed,1/29/2010,2010,LA,LA,LA,South Central,South Central,South Central,,  47 ,  13 ,  100 ,36,Intrastate,State,na,,,,
6/26/2009,Regent Border Station,Regent Resources Ltd,Expansion,Completed,9/1/2003,2003,"AB,MT",AB,MT,"Canada, Mountain",Canada,Mountain,,  0 ,  4 ,  20 ,4,Interstate,FERC,CP03-08,,,,
7/8/2010,Rendezvous Black Fork Lateral,Rendezvous Pipeline Company,Lateral,Completed,2/8/2007,2007,WY,WY,WY,Mountain,Mountain,Mountain,,  11 ,  21 ,  330 ,20,Interstate,FERC,CP05-40,,,,
6/26/2009,Rendezvous Pipeline Lateral,Rendezvous Pipeline Company,Lateral,Completed,11/15/2006,2006,WY,WY,WY,Mountain,Mountain,Mountain,,  11 ,  21 ,  300 ,20,Interstate,FERC,CP05-40,,,,
11/19/2018,Revolution Pipeline Project,Energy Transfer Co,New Pipeline,Completed,2/28/2018,2018,PA,PA,PA,Northeast,Northeast,Northeast,,"  1,500 ",  120 ,  440 ,"24,30",Intrastate,,na,No,Connects to Revolution processing plant,,
7/20/2010,REX Meeker to Cheyenne Expansion Compressor,Rockies Express Pipeline,Expansion,Completed,9/15/2010,2010,"CO,WY",CO,WY,Mountain,Mountain,Mountain,,  78 ,,200,, Interstate ,FERC,CP09-58,,,,
3/2/2013,Rich Eagle Ford Mainline Expansion I,Energy Transfer Partners LP,Expansion,Completed,10/1/2011,2011,TX,TX,TX,South Central,South Central,South Central,,  -   ,160,400,  30 , Intrastate ,State,na,,,,
6/16/2013,Rich Eagle Ford Mainline Expansion II,Energy Transfer Partners LP,Expansion,Completed,,2012,TX,TX,TX,South Central,South Central,South Central,,  -   ,  70 ,  400 ,42,Intrastate,State,na,,,,
6/26/2009,Rio Bravo Lateral,Gasoducto del Rio,Expansion,Completed,12/1/2003,2003,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  1 ,  6 ,  320 ,30,Interstate,State,na,,,,
11/25/2019,Risberg Line,RH energytrans LLC,New Pipeline,Completed,11/22/2019,2019,"PA,OH",PA,OH,Northeast,Northeast,Northeast,,  88 ,28.00,55,12,Intrastate,FERC,CP18-6,Yes,Delivery to LDC (East Ohio Gas Co/Dominion Energy OH) for peak day services and economic development,Utility,
9/3/2019,Rivervale South to Market Project,Transcontinental Gas Pipeline,Expansion,Completed,9/3/2019,2019,NJ,NJ,NJ,Northeast,Northeast,Northeast,,  128 ,0.61,190,42,Interstate,FERC,CP17-490,No,Transfer supply from interconnect with TGP to Manhattan Meter Station and Mercer pool,,
4/29/2019,Roadrunner Eastbound Project,ONEOK Inc.,Reversal,Completed,2/1/2019,2019,TX,TX,TX,South Central,South Central,South Central,,,,"1,000",,Intrastate,TX RRC,,No,Takeaway capacity from Delaware basin to Waha hub,,http://ir.oneok.com/news-and-events/press-releases/2019/02-25-2019-211707239
4/28/2017,Roadrunner Gas Transmission phase 1,Roadrunner Gas Transmission,New Pipeline,Completed,3/10/2016,2016,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  133 ,  200 ,  170 ,30,Interstate,FERC,CP15-161,Yes,,,
4/28/2017,Roadrunner Gas Transmission phase 2,Roadrunner Gas Transmission,Expansion,Completed,10/1/2016,2016,"TX,MX",TX,MX,"South Central, Mexico",South Central,Mexico,,  313 ,,  400 ,30,Interstate,FERC,na,Yes,,,
6/26/2020,Rochester Expansion Project,Northern Natural Gas Co,Lateral,Completed,12/5/2019,2019,MN,MN,MN,Midwest,Midwest,Midwest,,  43 ,12.30,37,16,,FERC,CP18-534,No,,,http://www.northernnaturalgas.com/expansionprojects/Pages/NorthernLights2019-Rochester.aspx 
8/19/2016,Rock Springs Expansion,Transcontinental Gas Pipeline,Lateral,Completed,8/1/2016,2016,"PA,MD",PA,MD,Northeast,Northeast,Northeast,,  80 ,  11 ,  192 ,20,Interstate,FERC,CP14-504,Yes,,,
11/26/2014,Rose Lake Expansion Project,Tennessee Gas Pipeline Co,Expansion,Completed,10/27/2014,2014,PA,PA,PA,Northeast,Northeast,Northeast,,  92 ,  -   ,  230 ,,Interstate,FERC,CP13-3,,,,
12/28/2022,Rover - North Coast Interconnect Project,Rover Pipeline,Lateral,Completed,12/16/2022,2022,OH,OH,OH,Northeast,Northeast,Northeast,,  1 ,  0.02 ,108,6,Interstate,FERC,CP21-474,No,Allow for the delivery of natural gas supplies from the Rover Pipeline system to the North Coast Gas Transmission system along NCGT's  existing Toledo-to-Marion intrastate pipeline. Project will not increase capacity of Rover mainline,,
1/21/2021,Rover Expansion Project,Rover Pipeline,Expansion,Completed,4/20/2020,2020,"OH,MI",OH,MI,"Northeast, Midwest",Northeast,Midwest,,,,175,,Interstate,FERC,CP20-36,Yes,Request due to operating conditions on Rover mainline; no additional construction required,,
9/12/2017,Rover Pipeline Project Phase 1,ET Rover Pipeline,New Pipeline,Completed,9/1/2017,2017,"PA,WV,OH,MI",PA,MI,"Northeast, Midwest",Northeast,Midwest,,"  3,000 ",  711 ,"  1,700 ",42,Interstate,FERC,CP15-93,Yes,,,
6/1/2018,Rover Pipeline Project Phase 2,ET Rover Pipeline,New Pipeline,Completed,6/1/2018,2018,"PA,WV,OH,MI",PA,MI,"Northeast, Midwest",Northeast,Midwest,,"  1,220 ",,"  1,550 ",,Interstate,FERC,CP15-93,Yes,,,
12/28/2022,Rover–Brightmark Receipt and Delivery Meter Station Project,Rover Pipeline,Lateral,Completed,10/2/2022,2022,MI,MI,MI,Midwest,Midwest,Midwest,,  2 ,  0.01 ,1.6,2,Interstate,FERC,CP21-492,No,"New interconnect that connects Birghtmark's RNG facility in Lenawee County, MI to the Rover Pipeline",RNG,
